Timestamp,Open,High,Low,Close,Spread (Pips),RSI(14),"MA(20,SMA)",MACD Main,MACD Signal,ATR(14),ADX(14),plusDI(14),minusDI(14),StochK(14),StochD(14),BB_Upper,BB_Mid,BB_Lower
2025.07.18 14:00,119207.75,119273.734,118962.539,118962.539,36421,43.73021001,119227.8928,-279.6792571,-339.43357,356.3205,25.90692413,21.20257934,16.87516694,43.09695311,33.39459752,120379.6522,119227.8928,118076.1333
2025.07.18 14:15,118962.539,119021.438,118752.008,118872.141,36421,42.3299426,119164.7178,-270.0660453,-333.1373461,336.0794286,24.50034782,18.37556877,25.04373207,48.48202373,42.25868428,120246.8897,119164.7178,118082.5458
2025.07.18 14:30,118872.141,119100.438,118770.93,119085.836,36421,46.67671165,119106.6377,-242.4097563,-320.3803841,341.5872143,22.07700012,19.12217809,21.7045678,50.66038435,47.41312039,120068.09,119106.6377,118145.1853
2025.07.18 14:45,119083.234,119176.234,119010.008,119157.336,36421,48.08662306,119053.4877,-212.2755156,-303.5224168,328.6490714,20.36877939,22.65230922,18.81062542,66.32637608,55.15626139,119869.2942,119053.4877,118237.6811
2025.07.18 15:00,119147.383,119298.539,119147.383,119278.602,36421,50.47822449,119014.2607,-176.5733325,-283.2059483,285.9152143,21.68176031,30.42041417,16.30254203,84.06042963,67.01573002,119696.6393,119014.2607,118331.8821
2025.07.18 15:15,119277.219,119318.539,119104.492,119184.234,36421,48.60179515,118991.0556,-154.1172365,-259.4378958,278.0357143,21.7450253,26.36435895,16.80061942,90.03434073,80.14038214,119614.6376,118991.0556,118367.4736
2025.07.18 15:30,119184.234,119459.234,119184.234,119393.734,36421,52.79689829,118969.0103,-118.0548566,-232.4059293,264.9832857,23.40058556,29.67068685,14.56053683,92.09134425,88.72870487,119495.3308,118969.0103,118442.6897
2025.07.18 15:45,119385.008,119501.539,119340.484,119410.336,36421,53.12341971,118972.6103,-87.13112476,-204.1547149,255.2584286,25.57029509,29.21691849,12.61913192,89.91252213,90.67940237,119509.8577,118972.6103,118435.3628
2025.07.18 16:00,119400.063,119422.141,118840.836,118840.836,36421,42.31120744,118952.5501,-107.3403818,-183.0719452,277.5229286,22.97804406,25.32132936,22.39695608,72.81303528,84.93896722,119477.8878,118952.5501,118427.2124
2025.07.18 16:15,118840.836,118893.336,118612.125,118771.148,36421,41.20601449,118935.5106,-127.5097498,-166.1642221,283.5346429,22.03682105,21.94515211,30.25479454,51.38280339,71.3694536,119461.1709,118935.5106,118409.8503
2025.07.18 16:30,118745.523,118869.734,118481.836,118631.836,36421,39.01220747,118944.9657,-152.9720666,-153.1537801,291.5557857,22.23092598,19.01913183,30.69928448,25.9316787,50.04250579,119440.7873,118944.9657,118449.1441
2025.07.18 16:45,118627.945,118838.836,118569.68,118748.641,36421,41.80955902,118951.4458,-161.8601261,-144.2038211,282.4737143,22.39915025,16.48324759,26.60604655,22.99690645,33.43712951,119433.2488,118951.4458,118469.6428
2025.07.18 17:00,118748.641,119231.734,118661.953,118945.18,36421,46.27488796,118957.4931,-151.3008208,-137.4288551,310.3655,19.53322515,23.47961021,23.05857368,28.77141678,25.90000064,119435.7808,118957.4931,118479.2054
2025.07.18 17:15,118944.758,119018.234,117711.836,117904.016,36421,32.18493532,118921.122,-224.3594525,-142.738424,376.669,19.41587287,20.34899552,29.68116245,24.08730073,25.28520798,119572.4039,118921.122,118269.8401
2025.07.18 17:30,117907.461,118072.836,117215.781,117731.641,36421,30.52764976,118867.9572,-292.7930307,-158.1468455,415.659,20.95293421,17.63579612,33.44087625,22.99011376,25.28294376,119700.2135,118867.9571,118035.7008
2025.07.18 17:45,117731.641,118366.539,117705.992,118105.641,36421,37.98866295,118829.8974,-313.2376514,-179.8338227,443.5959286,20.22296539,21.21283712,28.98209275,25.11939928,24.06560459,119726.0455,118829.8974,117933.7493
2025.07.18 18:00,118088.039,118237.039,117700.742,117712.336,36421,33.86926171,118782.3822,-357.0606146,-209.8259883,458.3665714,19.62403797,18.38445884,25.24833841,27.74097987,25.28349764,119801.3249,118782.3821,117763.4394
2025.07.18 18:15,117706.039,117903.734,117446.141,117722.141,36421,34.06122747,118729.5673,-386.543613,-240.8485695,479.1785,20.94770887,15.93319766,29.30045082,27.60244085,26.82094,119848.4533,118729.5673,117610.6813
2025.07.18 18:30,117732.938,117911.938,117415.734,117604.578,36421,32.83065367,118664.2345,-414.6160178,-272.7492659,503.8247857,22.28666438,13.8087713,26.21078047,20.29541185,25.21294419,119881.3426,118664.2345,117447.1264
2025.07.18 18:45,117613.836,117993.641,117456.695,117811.836,36421,37.14218899,118593.7294,-415.3516966,-301.9025582,526.889,22.48191031,13.996434,22.71600974,21.74642577,23.21475949,119836.54,118593.7294,117350.9188
2025.07.18 19:00,117811.836,118035.234,117636.867,117636.867,36421,35.09418643,118527.4458,-425.1523715,-331.1572521,535.7009286,21.95945193,13.52235945,19.68720844,20.50287038,20.848236,119824.7187,118527.4458,117230.1729
2025.07.18 19:15,117636.836,117792.539,117491.031,117572.234,36421,34.34091287,118462.4505,-433.1418305,-362.4729199,545.7332857,23.49430519,11.71937819,23.51142943,20.26584729,20.83838115,119813.2807,118462.4505,117111.6202
2025.07.18 19:30,117564.883,117989.734,117440.656,117881.836,36421,40.88636073,118402.2505,-409.7676935,-383.0738355,543.4313571,22.41193,14.94530656,20.37657217,22.18159574,20.98343781,119743.8715,118402.2505,117060.6294
2025.07.18 19:45,117863.75,117898.836,117462.398,117525.234,36421,36.38695699,118320.6454,-415.231789,-396.678142,554.519,21.47387151,12.95259902,17.65969588,21.35146209,21.26630171,119667.1632,118320.6454,116974.1275
2025.07.18 20:00,117530.836,117632.836,117310.461,117549.438,36421,36.89456832,118234.1872,-412.849986,-407.7461792,549.8387857,22.8216246,11.22558582,21.58913853,21.64675135,21.72660306,119545.151,118234.1872,116923.2233
2025.07.18 20:15,117549.438,117965.539,117510.57,117886.734,36421,43.64353948,118169.3122,-379.3722544,-410.2252503,563.1111429,20.04703652,19.4790438,18.71058672,21.72773869,21.57531738,119412.4606,118169.3122,116926.1637
2025.07.18 20:30,117886.734,117931.734,117535.141,117573.336,36421,39.42456013,118078.2923,-373.8203421,-408.8115535,550.7405714,17.64239351,16.88183796,16.21584183,23.34729488,22.24059498,119211.1979,118078.2923,116945.3866
2025.07.18 20:45,117562.625,117681.438,117415.563,117561.734,36421,39.27320223,117985.8622,-366.1360081,-403.4248857,476.4175,17.37361677,14.63092624,20.05043229,27.65980354,24.2449457,118959.4125,117985.8622,117012.3118
2025.07.18 21:00,117566.438,117582.438,117303.156,117354.797,36421,36.57593703,117911.5602,-372.4508232,-398.658122,435.148,18.84495422,12.68013607,22.74351678,18.80073017,23.2692762,118838.4743,117911.5602,116984.6461
2025.07.18 21:15,117354.813,117654.938,117300.039,117654.938,36421,42.72059474,117855.7497,-349.2110023,-390.2201921,413.316,18.72489257,13.71323089,19.71104788,23.88001679,23.44685017,118699.6118,117855.7497,117011.8876
2025.07.18 21:30,117659.039,117698.039,117490.078,117527.039,36421,40.90208517,117800.5099,-337.2263221,-379.5629134,389.8634286,17.2512973,14.64820286,17.08290816,23.15927384,21.9466736,118575.7812,117800.5098,117025.2385
2025.07.18 21:45,117521.195,117597.039,117188.664,117279.734,36421,37.57173441,117727.0645,-343.7216146,-372.2244602,386.3478571,19.21847704,12.69510914,24.64627268,26.71821309,24.58583457,118400.8002,117727.0645,117053.3288
2025.07.18 22:00,117272.234,117377.641,117091.234,117320.938,36421,38.47064818,117645.8524,-341.6065347,-364.0438764,371.3623571,22.03780597,11.00242792,25.89583943,21.68744915,23.85497869,118050.531,117645.8524,117241.1738
2025.07.18 22:15,117323.938,117847.734,117323.938,117761.234,36421,47.21689523,117638.7133,-300.9331413,-351.6086714,370.6373571,19.40618762,21.43360431,22.44306084,36.23143675,28.21236633,118029.7297,117638.7133,117247.6969
2025.07.18 22:30,117753.352,117758.734,117382.234,117446.344,36421,42.55764727,117624.4485,-290.7565152,-341.7624782,369.254,17.12545171,18.57579041,19.45065273,45.03190382,34.31692991,118021.631,117624.4485,117227.2659
2025.07.18 22:45,117445.984,117468.734,117258.227,117343.438,36421,41.12929232,117586.3383,-287.6789361,-332.1912109,362.7539286,17.65592843,16.09901835,24.71172968,46.60029186,42.62121081,117934.8043,117586.3383,117237.8723
2025.07.18 23:00,117328.516,117370.938,117071.852,117131.836,36430,38.28392252,117557.3133,-298.8692667,-324.7171285,344.8973571,20.11674139,13.95248257,29.7254794,24.80028335,38.81082634,117952.5324,117557.3133,117162.0942
2025.07.18 23:15,117137.734,117223.438,116855.992,116951.938,56421,36.00345984,117518.8032,-318.5815397,-318.7316525,339.9693571,23.70988091,12.09215156,33.59488842,14.0651762,28.4885838,117985.8451,117518.8032,117051.7612
2025.07.18 23:30,116951.938,117026.438,116759.891,116965.734,56421,36.31674752,117486.861,-329.2945338,-316.5187116,335.9816429,27.58805826,10.47986469,33.9227772,11.27411354,16.71319103,118010.0747,117486.861,116963.6472
2025.07.18 23:45,116949.102,117496.734,116943.516,117341.836,56421,44.31930178,117463.361,-303.9328222,-312.8194338,342.9994286,26.31375058,20.41734568,29.39974024,25.34340033,16.89423002,117967.968,117463.361,116958.7539
2025.07.21 00:00,118036.234,118036.234,117771.836,117966.141,52422,54.53285641,117479.8247,-230.7968052,-300.2722328,364.2712143,23.44642699,28.05412574,25.47977487,54.57385311,30.39712233,118025.7924,117479.8247,116933.8569
2025.07.21 00:15,117946.75,118069.438,117773.641,118037.641,56421,55.53874045,117503.095,-165.1626403,-280.6673556,366.4085,21.35805735,25.81027777,22.08247156,81.59028329,53.83584558,118100.1199,117503.095,116906.0701
2025.07.21 00:30,118050.234,118110.938,117849.211,117960.539,56421,54.14759137,117507.0302,-118.008253,-260.342368,365.1545714,20.14405598,24.48306962,19.13814201,93.59174404,76.58529348,118114.9272,117507.0301,116899.1331
2025.07.21 00:45,117960.539,118008.039,117949.07,117954.641,56421,54.03608867,117528.5005,-80.18960486,-236.9460447,344.0167143,19.09192146,21.21866033,16.58638975,91.56223102,88.91475278,118167.0142,117528.5005,116889.9868
2025.07.21 01:00,117960.234,118001.641,116794.031,116846.836,56421,38.14671962,117493.3704,-138.017677,-220.3170159,415.4202143,19.106022,18.38950562,27.12776319,61.24492091,82.13296532,118197.3653,117493.3704,116789.3755
2025.07.21 01:15,116831.156,117247.234,116350.539,117211.734,36421,43.98907946,117459.6204,-152.6430478,-204.0696582,450.3002143,20.66129583,15.93757154,30.1051963,48.0200193,66.94239041,118149.5258,117459.6204,116769.715
2025.07.21 01:30,117169.828,117566.039,117051.297,117543.438,36421,48.72990123,117458.1255,-135.9014318,-183.7718685,466.6098571,19.01954509,22.07055015,26.09117013,43.94719044,51.07071022,118147.1678,117458.1255,116769.0832
2025.07.21 01:45,117543.438,117605.039,117337.883,117420.336,36421,47.13539169,117451.0556,-131.0561493,-161.7453813,448.0641429,16.95304321,21.07423843,22.61234744,59.15119243,50.37280072,118138.6005,117451.0556,116763.5107
2025.07.21 02:00,117420.336,117509.641,117160.078,117316.641,36421,45.77660112,117449.1478,-134.0384363,-142.8682273,445.9615,17.11627752,18.26433997,26.3793594,61.1376171,54.74533332,118137.9611,117449.1478,116760.3345
2025.07.21 02:15,117327.336,117357.734,117111.078,117165.039,36421,43.78911821,117424.6529,-146.9410892,-133.5509255,448.5435714,17.9567607,15.82909464,25.51087467,53.97259371,58.08713441,118117.2836,117424.6528,116732.0221
2025.07.21 02:30,117172.539,117331.734,116881.836,117178.836,36421,44.02729562,117407.2427,-154.2748476,-132.3411708,459.3158571,20.31275453,13.71854869,28.90332022,49.39976676,54.83665919,118106.1802,117407.2427,116708.3052
2025.07.21 02:45,117176.953,117269.641,117075.836,117197.836,36421,44.3768297,117403.1478,-156.7468823,-136.6454629,446.9129286,22.35461585,11.88940887,25.04954419,47.15018205,50.17418084,118105.9743,117403.1478,116700.3213
2025.07.21 03:00,117202.641,117237.438,116783.016,116800.836,36421,38.9093321,117377.1427,-188.566888,-148.6873833,460.3325714,25.94032956,10.30415435,30.30132514,40.25396137,45.60130339,118127.1188,117377.1427,116627.1666
2025.07.21 03:15,116806.039,116941.734,116438.289,116851.336,36421,39.92329942,117331.6478,-207.3196915,-156.3876071,456.7773571,30.4418963,8.930267103,35.39096403,34.0527157,40.48561971,118093.2083,117331.6478,116570.0873
2025.07.21 03:30,116859.438,117148.336,116663.563,116945.453,36421,41.86009929,117306.6033,-212.1415325,-162.9985498,441.8041429,31.59913516,13.42200451,30.67216882,29.27381804,34.5268317,118084.2045,117306.6033,116529.002
2025.07.21 03:45,116945.523,117314.836,116805.164,117305.336,36421,48.67397555,117304.6982,-184.7931454,-168.4309625,457.0809286,30.70413106,15.98814642,26.58254631,38.82657663,34.05103679,118082.1157,117304.6982,116527.2806
2025.07.21 04:00,117306.938,117392.641,117082.82,117106.938,36421,45.50758564,117303.4533,-177.0870627,-173.5455084,460.5162143,28.54298232,17.2047786,23.0382068,44.53413071,37.54484179,118082.0529,117303.4532,116524.8536
2025.07.21 04:15,117109.836,117204.734,116981.836,117072.438,36421,44.95986506,117309.4783,-171.7835841,-177.7394137,472.2254286,28.35304508,14.91080812,26.00711622,47.99949734,43.78673489,118078.9152,117309.4783,116540.0413
2025.07.21 04:30,117072.438,117177.438,116705.281,116904.734,36421,42.29501107,117306.4283,-179.0488863,-181.3069467,419.6930714,29.94224974,12.92270037,30.34919114,44.54191469,45.69184758,118081.7525,117306.4283,116531.104
2025.07.21 04:45,116892.398,117266.039,116845.289,117244.641,36421,48.9053701,117301.5685,-155.5855431,-181.4525795,385.697,30.01684317,14.00739004,26.30263232,51.13619844,47.89253682,118077.1624,117301.5685,116525.9746
2025.07.21 05:00,117244.641,117953.234,117244.641,117861.836,36421,58.25620851,117296.3533,-86.19459849,-173.6134369,399.5435,26.64825976,25.07043308,22.79561468,70.73059135,55.46956816,118055.2246,117296.3533,116537.4819
2025.07.21 05:15,117868.539,118036.438,117630.656,117972.383,36421,59.67955254,117293.0904,-22.02763509,-155.1090755,409.4453571,24.51402924,24.46165613,19.75619939,87.94696723,69.937919,118039.6457,117293.0903,116546.535
2025.07.21 05:30,117968.289,117991.734,117762.914,117792.063,36421,56.30697599,117284.6666,14.11215259,-130.5055372,400.8208571,22.66436279,21.20010198,17.12203947,91.51332249,83.39696035,118004.2208,117284.6666,116565.1123
2025.07.21 05:45,117792.07,118149.641,117710.336,118137.734,36421,60.87185477,117293.8212,69.8408734,-99.1741588,414.5815,22.56378898,23.1660525,14.83910088,93.47270078,90.9776635,118050.9174,117293.8212,116536.725
2025.07.21 06:00,118145.734,118473.234,118073.703,118381.734,36421,63.75076152,117370.5661,132.1714567,-63.95586968,410.9838571,25.04745441,30.87634077,12.86055409,93.49264638,92.82622322,118234.5032,117370.5661,116506.629
2025.07.21 06:15,118380.742,118509.734,118296.133,118442.141,36421,64.44816243,117432.0865,184.3185238,-23.7996934,412.3978571,27.64455359,29.03788667,11.14581355,97.06071531,94.67535416,118409.766,117432.0864,116454.4069
2025.07.21 06:30,118430.695,118566.734,118328.641,118374.336,36421,62.9833945,117473.6314,217.6650463,19.47237664,396.9457857,30.51639831,28.35819845,9.659705074,94.36246509,94.97194226,118533.8391,117473.6314,116413.4236
2025.07.21 06:45,118374.336,118374.336,118191.539,118356.539,36421,62.58135105,117520.4415,239.891022,66.02125534,374.0423571,28.37386956,24.57710532,18.37205439,92.29589873,94.57302637,118647.6561,117520.4415,116393.2269
2025.07.21 07:00,118356.539,118366.336,118242.523,118320.836,36421,61.73004425,117570.6513,251.7226324,111.2777193,348.2595,26.51701131,21.30015795,15.92244714,88.99569986,91.88468789,118745.5334,117570.6513,116395.7691
2025.07.21 07:15,118311.734,118599.641,118214.734,118383.297,36421,62.68635224,117631.5642,263.1064224,150.0889438,339.3477143,27.19295466,26.54191595,13.79945419,88.11735463,89.80298441,118841.8041,117631.5641,116421.3242
2025.07.21 07:30,118381.852,118587.539,118377.727,118515.938,36421,64.70344415,117698.4193,279.608031,183.6040178,332.2042143,27.77877223,23.00299382,11.95952696,90.3375525,89.15020233,118948.3126,117698.4192,116448.5259
2025.07.21 07:45,118505.805,118510.141,118268.438,118288.438,36421,58.82935707,117752.9494,271.2020772,212.169565,333.9615,25.43204638,19.93592798,16.25254626,89.24438861,89.23309858,119005.8847,117752.9493,116500.014
2025.07.21 08:00,118276.664,118331.836,118191.727,118316.836,36421,59.32574773,117828.7494,263.7909615,233.7195748,310.2437857,23.457728,17.27780425,21.38566595,87.77372908,89.11855673,119024.2216,117828.7494,116633.2771
2025.07.21 08:15,118316.938,118318.539,118120.906,118161.438,36421,55.3901488,117894.2545,242.5819453,245.9874069,294.3068571,23.2338012,14.97409702,23.31219083,79.3710949,85.46307086,119009.1801,117894.2545,116779.3288
2025.07.21 08:30,118163.141,118301.734,118163.141,118267.641,36421,57.46683719,117960.3639,231.6727624,251.2489889,253.7142143,23.0397313,12.97755075,20.20389872,74.1804564,80.44176013,118996.4218,117960.3639,116924.3059
2025.07.21 08:45,118271.836,118379.938,118228.945,118379.641,36421,59.60263211,118014.0791,229.4200092,252.5550959,235.515,20.20813411,18.15296124,17.51004555,69.18413838,74.24522989,119019.674,118014.0791,117008.4842
2025.07.21 09:00,118379.641,118379.641,118232.078,118319.039,36421,57.90819476,118074.6842,220.2062111,250.3678947,229.7109286,17.75408321,15.73256641,15.17537281,69.69706234,71.02055237,118996.936,118074.6841,117152.4323
2025.07.21 09:15,118307.289,118834.844,118300.938,118813.039,36421,66.31485001,118161.7142,249.8853582,250.1637531,236.4681429,19.52817214,25.00275964,13.15198977,79.43077884,72.77065985,119015.1693,118161.7142,117308.2591
2025.07.21 09:30,118813.039,119228.039,118813.039,118940.836,36421,68.09037109,118263.5193,280.4851874,252.094727,237.5730714,23.60664132,34.30182944,11.39839114,78.6185636,75.91546826,118965.185,118263.5193,117561.8536
2025.07.21 09:45,118930.68,119174.641,118871,119140.336,36421,70.6877946,118358.3041,317.1775301,256.2691158,244.0045,27.1413146,29.72825218,9.878605651,86.66700051,81.57211432,118992.7622,118358.3041,117723.8459
2025.07.21 10:00,119127.156,119396.438,119115.422,119331.734,36421,72.96173468,118431.799,357.5787498,265.8665239,247.0704286,31.76532667,36.28806158,8.561458231,87.40299582,84.22951998,119153.7049,118431.799,117709.893
2025.07.21 10:15,119323.539,119607.039,119277.789,119587.438,36421,75.67655121,118512.5517,405.5551954,281.6181054,257.5313571,36.68875249,39.97816767,7.419930467,95.55396792,89.87465475,119361.0515,118512.5517,117664.0519
2025.07.21 10:30,119587.438,119649.336,119240.336,119248.539,36421,66.19070432,118585.3755,411.487189,300.3853547,277.9018571,41.09129696,36.02662062,6.430606404,88.69251147,90.54982507,119423.9775,118585.3755,117746.7735
2025.07.21 10:45,119261.539,119393.734,119243.641,119333.938,36421,67.30292474,118645.1857,418.2579055,321.1170373,261.1294286,44.90683551,31.2230712,5.573192217,83.80371706,89.35006549,119517.5026,118645.1857,117772.8688
2025.07.21 11:00,119338.539,119474.836,119292.047,119344.039,36421,67.43936542,118693.301,419.6019039,342.2483589,259.1992143,48.8456525,32.97588714,4.830099922,77.72241232,83.40621362,119607.3438,118693.3009,117779.2581
2025.07.21 11:15,119346.336,119375.234,119141.617,119221.734,36421,63.95918005,118732.2806,406.1165817,362.9050668,258.2075714,47.42992939,28.57910219,12.77164901,77.13782552,79.55465164,119666.4266,118732.2806,117798.1346
2025.07.21 11:30,119223.539,119314.734,118774.398,118951.336,36421,56.96063631,118761.1306,369.3528384,376.1792313,286.7952143,42.48334566,24.76855523,20.13026001,68.7937077,74.55131518,119684.8576,118761.1306,117837.4036
2025.07.21 11:45,118953.141,119064.234,118787.813,118972.039,36421,57.34547997,118791.9056,337.991708,382.5688447,292.4229286,38.19630644,21.4660812,17.44622534,60.31527243,68.74893522,119700.5534,118791.9056,117883.2578
2025.07.21 12:00,118972.039,119062.539,118855.43,118882.938,36421,55.06347747,118820.0107,302.4614923,380.9337293,297.1952857,34.48087244,18.60393704,15.12006196,51.70941886,60.27279967,119703.0494,118820.0107,117936.972
2025.07.21 12:15,118888.141,118919.836,118723.195,118751.836,36421,51.79733049,118838.4377,260.719295,370.1715677,300.4558571,31.95946963,16.1234121,22.07030862,45.85385134,52.62618088,119699.3586,118838.4377,117977.5167
2025.07.21 12:30,118740.641,118802.141,118493.75,118593.039,36421,48.07743262,118842.2927,212.3765672,348.7072757,311.9435714,32.37002067,13.97362382,29.04769142,35.01757147,44.19361389,119698.0779,118842.2927,117986.5075
2025.07.21 12:45,118592.938,118703.234,118508.367,118661.836,36421,49.76079752,118860.9626,177.5690446,322.7163707,287.7265,32.72583157,12.11047398,25.1746659,24.99067897,35.28736726,119683.2375,118860.9626,118038.6877
2025.07.21 13:00,118649.43,118782.141,118581.836,118752.438,36421,51.96928103,118882.7427,155.5021247,293.521284,272.3911429,30.51674804,15.74820078,21.81804378,19.64370131,26.55065058,119668.4776,118882.7427,118097.0078
2025.07.21 13:15,118730.969,118738.938,118448.234,118481.234,36421,45.51888954,118898.7325,114.8066163,259.6551409,272.4313571,30.30635955,13.64844068,24.76477856,13.09049351,19.2416246,119636.6636,118898.7325,118160.8014
2025.07.21 13:30,118487.641,118550.336,118290.289,118468.039,36421,45.22477684,118908.7524,80.56174083,223.4823808,270.9335714,31.97785827,11.82864859,29.56108776,12.63378578,15.1226602,119616.9789,118908.7524,118200.5259
2025.07.21 13:45,118469.836,118571.836,118469.836,118526.195,36421,46.8546624,118916.0801,57.45285275,188.8268269,254.8297857,32.06494706,13.01329652,25.61960939,11.39662318,12.37363416,119605.0274,118916.0801,118227.1328
2025.07.21 14:00,118527.711,118707.438,118516.703,118581.836,36421,48.43557627,118929.22,43.13146348,156.0645775,239.2394286,28.23846425,20.75745038,22.20366147,18.06989165,14.03343354,119581.1478,118929.2199,118277.2921
2025.07.21 14:15,118570.18,118756.836,118481.836,118582.836,36421,48.46524732,118917.7098,31.49924724,125.9576613,248.1613571,24.85746511,20.38484487,19.24317328,21.99487627,17.15379703,119585.3749,118917.7098,118250.0447
2025.07.21 14:30,118566.508,118609.938,118305.836,118329.938,36421,41.89900887,118887.1649,1.852522288,97.1946866,256.8265714,23.67567782,17.66686555,24.39412593,18.05836587,19.37437793,119602.0306,118887.1649,118172.2992
2025.07.21 14:45,118329.938,118385.438,118014.063,118026.734,36421,35.66090267,118831.4848,-45.58329381,68.53247983,266.6664286,25.15172308,15.31128348,31.61698924,9.659699011,16.57098038,119627.6512,118831.4848,118035.3184
