Timestamp,Open,High,Low,Close,Spread (Pips),RSI(14),"MA(20,SMA)",MACD Main,MACD Signal,ATR(14),ADX(14),plusDI(14),minusDI(14),StochK(14),StochD(14),BB_Upper,BB_Mid,BB_Lower
2025.07.15 05:15,118244.008,118287.039,117814.836,117914.438,36421,24.5248543,119492.8087,-450.5701002,-257.7160342,436.8482857,53.1356901,5.049226654,37.34836994,4.7406923,12.00423475,0,0,0
2025.07.15 05:30,117914.438,118295.336,117860.539,118244.539,36421,31.97834841,119408.4228,-475.5118048,-296.0938987,455.1139286,56.04692968,4.630429345,32.36858728,9.819565278,9.241350549,0,0,0
2025.07.15 05:45,118240.938,118425.539,118181.836,118221.672,36421,31.74448019,119320.9146,-491.4582366,-332.8431758,459.6925714,54.32935333,11.13662772,28.05277564,14.5798278,9.713361792,0,0,0
2025.07.15 06:00,118221.453,118227.141,117232.789,117602.234,36421,26.16271753,119193.6396,-547.7650737,-374.1326669,517.9677143,54.90624509,9.651744028,37.03824108,17.49286496,13.96408601,0,0,0
2025.07.15 06:15,117599.336,117599.336,117077.297,117490.141,36421,25.29591751,119056.4548,-594.5796717,-416.9885892,547.6160714,55.89641334,8.364844824,36.04928605,15.63590141,15.90286472,0,0,0
2025.07.15 06:30,117489.742,117493.234,116851.836,117295.039,36421,23.81684904,118916.3747,-640.0456311,-460.8068451,575.5172857,57.29970701,7.249532181,35.92958087,14.34750169,15.82542269,0,0,0
2025.07.15 06:45,117281.938,117561.734,117153.234,117190.938,36421,23.04265776,118776.1048,-676.6774952,-507.9326524,576.5490714,57.26489669,8.518750004,31.13897008,13.487362,14.49025503,0,0,0
2025.07.15 07:00,117179.336,117263.438,116260.336,116994.141,36421,21.61239719,118630.24,-713.3651552,-552.0605059,587.0027857,58.70503628,7.38291667,38.85559801,16.28683811,14.70723393,0,0,0
2025.07.15 07:15,116995.734,117431.039,116982.641,117283.641,36421,28.63035733,118506.24,-710.8855139,-588.984298,599.0747857,57.47455343,11.3822253,33.67485161,22.11496657,17.29638889,0,0,0
2025.07.15 07:30,117293.539,117512.438,116943.523,117471.836,36421,32.83975524,118390.2951,-685.8288089,-615.1241546,612.4487143,55.47982735,11.77229676,29.1848714,30.7248901,23.04223159,0,0,0
2025.07.15 07:45,117472.836,117483.734,117291.797,117463.539,36421,32.74805095,118273.5603,-659.0436434,-635.5165811,580.2511429,53.75106475,10.20265719,25.29355521,35.955608,29.59848822,0,0,0
2025.07.15 08:00,117454.75,117743.039,117437.992,117631.641,36421,36.61033849,118176.4506,-617.1377999,-649.480977,567.9118571,47.13687557,20.17629406,21.92108118,39.96373083,35.54807631,0,0,0
2025.07.15 08:15,117626.336,117627.641,117361.039,117505.641,36421,34.98835796,118059.7357,-587.3239589,-653.8764087,513.4548571,42.60778747,17.48612152,22.78996443,42.93416802,39.61783562,0,0,0
2025.07.15 08:30,117489.078,117518.938,116953.836,117118.734,36421,30.51731414,117947.8654,-588.136762,-653.1605298,505.2137857,41.18144954,15.15463865,29.35907833,44.03870074,42.31219986,0,0,0
2025.07.15 08:45,117111.164,117432.141,117062.836,117307.039,36421,34.87892462,117841.2103,-567.0496789,-645.0498685,497.8639286,39.94528999,13.13402016,25.44453455,45.49317488,44.15534788,0,0,0
2025.07.15 09:00,117298.055,117298.055,116781.836,117106.234,36421,32.53361615,117738.695,-560.0849878,-632.0951454,504.3215,40.47037995,11.38281747,29.1856795,42.35167172,43.96118245,0,0,0
