timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base,taker_buy_quote,ignore
2025-07-20 02:45:00,117876.53000000,118006.37000000,117876.53000000,117970.49000000,121.18155000,1752980399999,14294001.33626460,9957,61.23462000,7222419.36662050,0
2025-07-20 03:00:00,117970.50000000,118096.90000000,117970.49000000,117985.57000000,92.30310000,1752981299999,10895050.88399690,12338,30.42729000,3591592.49047010,0
2025-07-20 03:15:00,117985.58000000,117995.28000000,117706.90000000,117896.25000000,188.93515000,1752982199999,22263985.33223980,21344,57.47369000,6774213.91975070,0
2025-07-20 03:30:00,117896.25000000,118165.38000000,117894.95000000,117996.99000000,173.26071000,1752983099999,20454690.03405460,24246,97.74535000,11540468.51194000,0
2025-07-20 03:45:00,117997.00000000,117997.00000000,117914.37000000,117958.01000000,60.21302000,1752983999999,7102154.69921770,10519,28.09647000,3313908.79018400,0
2025-07-20 04:00:00,117958.00000000,117983.24000000,117900.01000000,117927.25000000,58.85848000,1752984899999,6942180.56442320,11773,29.94179000,3531504.34002860,0
2025-07-20 04:15:00,117927.25000000,118084.00000000,117900.00000000,118071.82000000,59.36271000,1752985799999,7006111.71522230,8440,44.61165000,5265445.11401900,0
2025-07-20 04:30:00,118071.83000000,118127.39000000,117930.20000000,117936.00000000,52.93140000,1752986699999,6247353.96042910,8308,21.78478000,2571200.03312650,0
2025-07-20 04:45:00,117936.00000000,117991.81000000,117935.99000000,117949.98000000,38.53656000,1752987599999,4545866.32403810,7904,19.97967000,2356850.05566720,0
2025-07-20 05:00:00,117949.99000000,117976.36000000,117850.01000000,117878.91000000,35.75304000,1752988499999,4215501.38246960,7092,13.45246000,1585907.05628640,0
2025-07-20 05:15:00,117878.92000000,117892.09000000,117800.00000000,117818.03000000,29.52031000,1752989399999,3478831.38691890,6155,11.62198000,1369522.31937150,0
2025-07-20 05:30:00,117818.02000000,117911.44000000,117818.02000000,117889.83000000,136.74498000,1752990299999,16117118.00317940,7736,43.98890000,5184048.47692030,0
2025-07-20 05:45:00,117889.84000000,117918.11000000,117836.81000000,117846.91000000,60.69178000,1752991199999,7154026.72870380,6161,12.06796000,1422495.88399460,0
2025-07-20 06:00:00,117846.92000000,117846.92000000,117783.79000000,117783.79000000,39.24311000,1752992099999,4623543.46087780,5372,19.96761000,2352571.48900720,0
2025-07-20 06:15:00,117783.80000000,117871.02000000,117760.67000000,117829.10000000,40.83011000,1752992999999,4809953.66506450,7932,24.01750000,2829340.37822630,0
2025-07-20 06:30:00,117829.10000000,117845.27000000,117805.03000000,117845.26000000,27.37508000,1752993899999,3225290.91346360,4866,14.15678000,1667922.50925540,0
2025-07-20 06:45:00,117845.27000000,117884.29000000,117824.48000000,117824.48000000,21.23056000,1752994799999,2502325.44753570,5580,10.40769000,1226673.38916410,0
2025-07-20 07:00:00,117824.49000000,117883.43000000,117824.48000000,117850.78000000,54.38261000,1752995699999,6409586.28670650,7636,29.22077000,3443953.81098440,0
2025-07-20 07:15:00,117850.77000000,118055.32000000,117850.77000000,118055.32000000,59.68041000,1752996599999,7039340.32082900,6659,41.54615000,4900858.29055380,0
2025-07-20 07:30:00,118055.32000000,118215.31000000,118014.42000000,118215.30000000,144.30401000,1752997499999,17039566.15935650,12376,99.28956000,11724806.26927940,0
2025-07-20 07:45:00,118215.30000000,118218.00000000,118000.00000000,118029.49000000,81.28208000,1752998399999,9600365.49425720,7835,30.44063000,3596064.18014800,0
2025-07-20 08:00:00,118029.49000000,118255.14000000,118029.49000000,118255.14000000,91.09136000,1752999299999,10764022.07364380,8821,66.09886000,7809980.05207420,0
2025-07-20 08:15:00,118255.14000000,118255.14000000,118129.27000000,118169.69000000,56.50032000,1753000199999,6677252.15365170,7008,26.51650000,3133606.39871640,0
2025-07-20 08:30:00,118169.69000000,118255.00000000,118098.95000000,118164.21000000,203.73775000,1753001099999,24079165.41646640,11232,71.02813000,8393904.40473010,0
2025-07-20 08:45:00,118164.21000000,118240.16000000,118000.00000000,118151.14000000,307.94287000,1753001999999,36378885.47493230,17024,109.36147000,12919181.89242530,0
2025-07-20 09:00:00,118151.15000000,118277.17000000,118006.07000000,118006.08000000,189.66764000,1753002899999,22407303.69779810,16649,110.23538000,13023378.61396460,0
2025-07-20 09:15:00,118006.09000000,118169.68000000,118000.93000000,118000.94000000,58.76514000,1753003799999,6938769.97375780,11790,31.52944000,3722927.18320010,0
2025-07-20 09:30:00,118000.94000000,118107.07000000,118000.93000000,118083.96000000,74.20528000,1753004699999,8762446.61968540,8760,44.45621000,5249454.91738750,0
2025-07-20 09:45:00,118083.95000000,118100.00000000,117886.51000000,117913.11000000,104.40275000,1753005599999,12319992.28922050,10755,50.57984000,5969502.65474760,0
2025-07-20 10:00:00,117913.12000000,117985.48000000,117878.44000000,117941.20000000,106.70851000,1753006499999,12585382.20100390,10230,64.87370000,7651325.32629620,0
2025-07-20 10:15:00,117941.21000000,117982.71000000,117906.46000000,117957.12000000,72.91795000,1753007399999,8600810.24030420,9659,30.99299000,3655609.78430700,0
2025-07-20 10:30:00,117957.12000000,117993.86000000,117950.00000000,117968.76000000,97.68711000,1753008299999,11525115.75467720,10141,48.72630000,5748655.65512770,0
2025-07-20 10:45:00,117968.76000000,117968.76000000,117876.42000000,117888.21000000,65.35151000,1753009199999,7705083.22874240,9131,24.66205000,2907518.46939820,0
2025-07-20 11:00:00,117888.21000000,117941.00000000,117861.99000000,117900.04000000,66.44554000,1753010099999,7834294.40825430,9632,37.44584000,4414916.86014000,0
2025-07-20 11:15:00,117900.04000000,117996.49000000,117838.01000000,117861.98000000,84.99973000,1753010999999,10021616.33237830,12352,37.98108000,4478296.85927700,0
2025-07-20 11:30:00,117861.98000000,117927.44000000,117819.88000000,117909.99000000,65.37424000,1753011899999,7706341.04863120,7889,36.96046000,4356933.87955950,0
2025-07-20 11:45:00,117910.00000000,118081.66000000,117821.12000000,117878.46000000,154.48460000,1753012799999,18221627.20676160,17393,71.24892000,8404254.44102440,0
2025-07-20 12:00:00,117878.46000000,117983.79000000,117723.23000000,117889.21000000,143.08969000,1753013699999,16861964.86898260,16280,67.69194000,7977932.04324200,0
2025-07-20 12:15:00,117889.21000000,118071.99000000,117806.82000000,117848.21000000,531.00863000,1753014599999,62639931.12147670,27069,420.67785000,49624681.56291210,0
2025-07-20 12:30:00,117848.21000000,117903.02000000,117818.02000000,117839.58000000,395.11740000,1753015499999,46566612.60918610,21922,62.03486000,7310632.83835040,0
2025-07-20 12:45:00,117839.57000000,118169.36000000,117801.88000000,118085.43000000,295.10826000,1753016399999,34800871.50959450,22813,161.97765000,19107787.06922570,0
2025-07-20 13:00:00,118085.43000000,118197.31000000,118085.42000000,118127.58000000,158.69293000,1753017299999,18746983.44068450,16361,102.94534000,12161100.49640840,0
2025-07-20 13:15:00,118127.58000000,118169.69000000,118089.55000000,118119.33000000,133.84719000,1753018199999,15809515.65428040,11212,73.45019000,8675589.18059620,0
2025-07-20 13:30:00,118119.34000000,118154.98000000,118087.66000000,118128.85000000,112.62651000,1753019099999,13303036.94169540,11528,68.31410000,8068922.82632710,0
2025-07-20 13:45:00,118128.85000000,118422.57000000,118120.91000000,118417.35000000,230.61259000,1753019999999,27279568.74276410,16268,140.30703000,16598191.05414790,0
2025-07-20 14:00:00,118417.35000000,118761.44000000,118277.77000000,118555.20000000,380.81788000,1753020899999,45145571.29167260,48854,239.60419000,28406328.14014410,0
2025-07-20 14:15:00,118555.21000000,118799.80000000,118460.00000000,118637.34000000,175.74425000,1753021799999,20853440.13272210,27327,109.50065000,12993890.70389400,0
2025-07-20 14:30:00,118637.34000000,118795.85000000,118521.51000000,118573.38000000,154.29139000,1753022699999,18300279.63619120,23032,82.08566000,9735033.78773730,0
2025-07-20 14:45:00,118573.38000000,118609.27000000,118391.53000000,118468.41000000,147.85595000,1753023599999,17521379.89007420,18498,55.05504000,6524266.53382850,0
2025-07-20 15:00:00,118468.41000000,118652.81000000,118347.38000000,118652.80000000,127.15588000,1753024499999,15061812.68416650,18713,75.30589000,8921869.38865070,0
2025-07-20 15:15:00,118652.80000000,118699.38000000,118521.34000000,118699.38000000,67.56002000,1753025399999,8012222.60505010,17421,38.36585000,4549777.91641490,0
2025-07-20 15:30:00,118699.37000000,118756.98000000,118570.76000000,118596.82000000,113.97369000,1753026299999,13525162.14897180,19522,54.24285000,6436750.20509720,0
2025-07-20 15:45:00,118596.82000000,118775.85000000,118582.55000000,118671.11000000,112.60243000,1753027199999,13364285.44568790,16985,60.75545000,7210705.25324770,0
